OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,二七路,GENERAL,30.628989736299999,114.290305615999998,2.000000000000000,185.000000000000000,10141003150612165033984.000000000000000,10141003150612164517900_right_155.jpg,a sign on the side of a city street;a sign that is in the middle of the street;a sign that is in the middle of a street;a sign on the side of a road in a city;a sign on the side of a road in a large city,a view of a street from the side of a road ; a view of a street from inside a train ; a view through a window of a large building ; a sign on the side of a city street,5
2,龙兴东街,GENERAL,30.550764368500001,114.203132026999995,2.000000000000000,294.000000000000000,10141058150725125668864.000000000000000,10141058150725125706300_right_24.jpg,a parking lot with a large building in the background;a parking lot with a building and trees;a parking lot with a large building and trees;a parking lot with a fence and trees;a parking lot with a large building and a tree,a car driving down a street next to tall buildings ; a city street with people walking down it ; a fence that is next to a building ; a parking lot with a large building in the background,9
3,车站路,GENERAL,30.592909726599999,114.294590251000002,2.000000000000000,136.000000000000000,10141035140614121848832.000000000000000,10141035140614121951800_right_209.jpg,a car parked in front of a store;a silver car parked in front of a store;a car parked on the street in front of a building;a silver car parked in front of a tall building;a car parked in front of a store next to a tree,a group of cars driving down a street ; a car driving down a wet city street ; a car parked in front of a building ; a car parked in front of a store,9
4,Ｇ１０７,GENERAL,30.542797867899999,114.306198913000003,2.000000000000000,247.000000000000000,10141003150321151639552.000000000000000,10141003150321152142100_right_342.jpg,a street sign on the side of the road;a road with a street sign on it;a street sign on the side of a road;an empty street with a street sign on the side of it;an empty street with a street sign on the side,a group of cars driving down a road ; a city street filled with traffic next to tall buildings ; the corner of a building with a window ; a street sign on the side of the road,9
5,宝丰二路,GENERAL,30.583721105500000,114.249564422999995,2.000000000000000,27.000000000000000,10141050150703111077888.000000000000000,10141050150703111223200_right_334.jpg,a yellow car driving down a city street;a yellow truck driving down a city street;a yellow car driving down a street next to tall buildings;a yellow truck driving down a street next to tall buildings;a yellow truck driving down a street next to buildings,a city street filled with traffic next to tall buildings ; a group of cars parked on the side of a street ; a white van parked on the side of a road ; a yellow car driving down a city street,8
6,粮道街,GENERAL,30.549287270400001,114.308489988999995,2.000000000000000,258.000000000000000,10141035140714101473280.000000000000000,10141035140714100710000_right_199.jpg,a couple of cars parked in front of a store;a couple of cars parked on the side of a street;a couple of cars parked in front of a building;a car parked in front of a store;a couple of cars parked outside a store,two people riding a motorcycle down a city street ; a busy city street with parked cars and motorcycles ; a car parked in front of a store ; a couple of cars parked in front of a store,2
7,洪达巷,GENERAL,30.521145868000001,114.338976025999997,2.000000000000000,103.000000000000000,10141003150509142441984.000000000000000,10141003150509143000900_right_13.jpg,a street with a fence and a tree next to it;a street with a brick wall and a tree;a stone wall with a tree in front of it;a street with a brick wall and a stone wall;a street with a brick wall and a tree in the background,a couple of cars parked on the side of a road ; a truck parked on the side of the road ; a city street filled with traffic and tall buildings ; a street with a fence and a tree next to it,6
8,建设大道,GENERAL,30.588168742800001,114.237822285999997,2.000000000000000,251.000000000000000,10141003150612160839680.000000000000000,10141003150612160037400_right_11.jpg,a store that is on the corner of a street;a store that is on the corner of the street;a store that is on the side of the street;a store that is on the side of the road;a store that is on the side of a street,a long road with buildings on each side ; a couple of cars driving down a city street ; cars parked on the side of the road ; a store that is on the corner of a street,9
9,丁字桥路,GENERAL,30.527751681400002,114.325389701000006,2.000000000000000,25.000000000000000,10141035140720111910912.000000000000000,10141035140720112329400_right_312.jpg,a car parked on the side of the road;a silver car parked in front of a tall building;a silver car parked on the side of the road;a car parked on the side of the street;a car parked on the side of the road in front of a building,a couple of cars driving down a city street ; a person riding a scooter on a city street ; a blue and white car driving down a street ; a car parked on the side of the road,-1
10,文安街,GENERAL,30.532740949899999,114.326038405999995,2.000000000000000,280.000000000000000,10141003150312131788800.000000000000000,10141003150312132544600_right_344.jpg,a white car parked in front of a building;a car parked in front of a building;a white car parked next to a tall building;a white car parked in front of a tall building;a white car parked on the side of a road,a man riding a motorcycle down a city street ; a city street with buildings and street signs ; a red car driving down a city street ; a man riding a motorcycle down a city street ; a car parked on the side of the road ; a person riding a motorcycle on a city street ; a couple of cars parked in front of a building ; a white car parked in front of a building,2
