OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,宝丰二路,GENERAL,30.583721105500000,114.249564422999995,2.000000000000000,27.000000000000000,10141050150703111077888.000000000000000,10141050150703111223200_right_334.jpg,a yellow car driving down a city street;a yellow truck driving down a city street;a yellow car driving down a street next to tall buildings;a yellow truck driving down a street next to tall buildings;a yellow truck driving down a street next to buildings,a city street filled with traffic next to tall buildings ; a group of cars parked on the side of a street ; a white van parked on the side of a road ; a yellow car driving down a city street,8
2,姑嫂树路,GENERAL,30.629950305600001,114.259296603999999,2.000000000000000,281.000000000000000,10141050150713112395776.000000000000000,10141050150713112855300_right_39.jpg,a city street filled with lots of traffic;a city street with many bicycles and people;a group of people walking down a sidewalk;a city street with many bicycles and people walking;a group of people walking down a street next to tall buildings,a city street filled with lots of traffic ; a view of a street from a bus ; a couple of cars that are sitting in the street ; a city street filled with lots of traffic,-1
3,中山大道,GENERAL,30.571635447999999,114.255873421000004,2.000000000000000,255.000000000000000,10141050150708152631296.000000000000000,10141050150708153059900_right_260.jpg,cars driving down the road in a city;cars driving on a road in a city;a city street with cars parked along the side of the road;a city street with cars parked along the side of it;a city street with cars parked on the side,a group of cars that are sitting in the street ; a couple of cars parked in front of a building ; a group of people crossing a busy street ; cars driving down the road in a city,9
4,四新大道,GENERAL,30.522609390600000,114.210841775999995,2.000000000000000,129.000000000000000,10141003150524114010112.000000000000000,10141003150524114121100_right_62.jpg,a street that has some trees on it;a view of a street from the side of the road;a street that has some trees on the side of it;a view of a street from the side of a road;a view of a street from the side of the street,a group of cars driving down a city street ; a road with a few cars driving down it ; an empty street with a building in the background ; a street that has some trees on it,0
5,裕璧路,GENERAL,30.555770062600001,114.348533321999994,2.000000000000000,338.000000000000000,10141106121230161805312.000000000000000,10141106121230161050700_right_328.jpg,the back of a boat in a park;the back of a boat sitting in a forest;the back of a boat sitting in a park;the back view of a boat in a yard;the back view of a boat in the middle of trees,a view of a city street from the sidewalk ; the side of a building with a window ; a row of bicycles parked outside a building ; the back of a boat in a park,6
6,永丰路,GENERAL,30.567558879400000,114.207832746999998,2.000000000000000,2.000000000000000,10141058150721113817088.000000000000000,10141058150721114552500_right_290.jpg,a group of people walking down a sidewalk;a group of people walking down a street;a group of people walking down the street;a group of people walking down a street next to tall buildings;a group of people walking down a sidewalk next to tall buildings,a white car driving down a city street ; a car parked on the side of a city street ; a white car driving down a city street ; a group of people walking down a sidewalk,8
7,九龙井正街,GENERAL,30.543932929800000,114.297169143000005,2.000000000000000,213.000000000000000,10141006121203142754304.000000000000000,10141006121203142843100_right_174.jpg,a car parked in front of a building;a car parked in front of a concrete wall;a white car parked in front of a building;a white car parked in front of a tall building;a white car parked next to a wall,a view of a building from a window ; a couple of people walking down a street ; a building with a roof and a window ; a car parked in front of a building,6
8,新建后街,GENERAL,30.617040657099999,114.301768277999997,2.000000000000000,342.000000000000000,10141013130101101953024.000000000000000,10141013130101101136700_right_267.jpg,a building in the middle of a grassy field;there is a large building in the middle of the field;a building in the middle of a field with bushes;there is a large building in the middle of a field;a building in the middle of a field with bushes around it,two cars parked in front of a building ; a city street with cars and buildings in the background ; a white building behind a red gate in a city ; a building in the middle of a grassy field,6
9,洞庭街,GENERAL,30.589177004500002,114.294923518000004,2.000000000000000,217.000000000000000,10141050150710105079808.000000000000000,10141050150710104658800_right_139.jpg,two men are standing outside of a building;a couple of men standing outside of a building;a couple of men standing outside of a tall building;a couple of men standing next to a building;a couple of men standing next to each other near a building,a group of cars parked on the side of the road ; a blue truck driving down a city street ; a person walking down a street holding an umbrella ; two men are standing outside of a building,-1
10,四新北路,GENERAL,30.522277326499999,114.225386047000001,2.000000000000000,227.000000000000000,10141003150426149748736.000000000000000,10141003150426150243700_right_226.jpg,a tree in the middle of a park;a tree in the middle of a parking lot;a parking lot with a tree and a building in the background;a parking lot with a few trees and a building;a parking lot with a few trees and a building in the background,a couple of cars that are sitting in the street ; a couple of vehicles driving down a city street ; a car parked on the side of the road ; a tree in the middle of a park,-1
11,,GENERAL,30.600201196699999,114.295717726000007,2.000000000000000,122.000000000000000,10141050150701143949312.000000000000000,10141050150701144330800_right_157.jpg,a public transit bus on a city street;a bus stop in the middle of a city;a bus stop in the middle of the city;a bus stop in the middle of a large city;a bus stop in the middle of the city of london,a red car parked next to a white car ; a view of a building from the street ; a bus driving down a street next to tall buildings ; a public transit bus on a city street,4
12,,GENERAL,30.535931594699999,114.258840356999997,2.000000000000000,276.000000000000000,10141003150524162244608.000000000000000,10141003150524162635900_right_34.jpg,a white truck parked next to a green tree;a white truck parked next to a forest;a white car parked in front of a forest;a white truck parked in front of a tree;a white car parked in front of a green tree,cars are parked on the side of the road ; cars are parked on the side of the road ; a couple of cars parked on the side of a road ; a white car parked on the side of a road ; a car parked in front of a house ; a car parked next to a lush green forest ; a car parked in front of a building ; a white truck parked next to a green tree,6
