OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,江国路,GENERAL,30.502954629700000,114.278915439000002,2.000000000000000,296.000000000000000,10141003150306150711296.000000000000000,10141003150306150200600_right_227.jpg,a blue truck parked in front of a building;a blue truck parked in front of a tall building;a truck parked in front of a building;a large blue truck parked in front of a building;a blue truck parked in front of a house,a group of trucks parked on the side of a road ; a semi truck parked on the side of the road ; a blue truck parked in a parking lot ; a blue truck parked in front of a building,6
2,,GENERAL,30.502043810200000,114.272575754000002,2.000000000000000,290.000000000000000,10141006121209115443200.000000000000000,10141006121209115213500_right_220.jpg,a blue bench sitting next to a white wall;a corner of a building with a window;a blue bench sitting next to a metal fence;a blue bench sitting next to a metal frame;a blue bench sitting next to a tall white building,a narrow street with houses on both sides ; a row of buildings on a city street ; a row of buildings with windows on them ; a blue bench sitting next to a white wall,6
3,,GENERAL,30.609986254500001,114.169289344999996,2.000000000000000,10.000000000000000,10141050150804116209664.000000000000000,10141050150804115804700_right_123.jpg,a building with a tree in front of it;a building with a tree in the background;a cement wall with a tree in front of it;a concrete wall with a tree in the background;a cement wall with a tree and a fence,a person riding a motorcycle down a street ; a red truck parked on the side of a road ; a house with a bridge and a building ; a building with a tree in front of it,2
4,,GENERAL,30.615691113400000,114.204713554999998,2.000000000000000,193.000000000000000,10141050150727129759744.000000000000000,10141050150727130007500_right_277.jpg,a motorcycle parked in front of a building;a motorcycle parked in front of a tall building;a motorcycle is parked in front of a house;a motorcycle parked on the side of the street;a motorcycle parked on the side of a street,a group of cars parked on the side of a road ; an empty street with a building in the background ; a building with a large painting on it ; a motorcycle parked in front of a building,0
5,江国路,GENERAL,30.505315305600000,114.275905915999999,2.000000000000000,183.000000000000000,10141003150306150711296.000000000000000,10141003150306150248000_right_227.jpg,a couple of buildings that are next to each other;a couple of buildings sitting next to a street;a couple of buildings that are next to a street;a couple of buildings sitting next to each other;a couple of buildings sitting next to a sidewalk,a blue truck driving down a city street ; a car driving down a street next to tall buildings ; a row of buildings with a street sign on the sidewalk ; a couple of buildings that are next to each other,7
6,,GENERAL,30.614808899600000,114.193436646999999,2.000000000000000,184.000000000000000,10141019140101114953728.000000000000000,10141019140101115755300_right_269.jpg,a bunch of signs in front of a building;a building that has a bunch of signs on it;a bunch of signs that are on a building;a bunch of signs in front of a store;a building that has a bunch of signs in front of it,a city street with parked cars and buildings ; a car parked on the side of the road ; a bunch of cars parked outside of a building ; a bunch of signs in front of a building,6
7,丰硕路,GENERAL,30.615691213100000,114.187973876000001,2.000000000000000,4.000000000000000,10141022121211109310464.000000000000000,10141022121211110048000_right_302.jpg,a couple of cars parked in front of a building;a street with a car parked in front of a building;a couple of cars parked next to a building;a couple of cars parked in front of a store;a street with a car parked in front of a store,a truck parked in front of a building ; a car parked on the side of the street ; a person walking in front of a building ; a couple of cars parked in front of a building,6
8,丰硕路,GENERAL,30.614843065399999,114.187839111000002,2.000000000000000,189.000000000000000,10141022121211109310464.000000000000000,10141022121211110109800_right_111.jpg,a car parked in front of a building;a car parked in front of some buildings;a car parked on the side of the street;a car parked on the side of a street;a car parked on the side of the road,a man riding a motorcycle down a dirt road ; a bus driving down a street next to tall buildings ; a white car driving down a street next to tall buildings ; a car parked in front of a building,2
9,丰硕路,GENERAL,30.617949118599999,114.188321629000001,2.000000000000000,3.000000000000000,10141050150530152660992.000000000000000,10141050150530152354100_right_84.jpg,a school bus parked in front of a building;a school bus parked on the side of the road;a school bus parked in a parking lot;a school bus parked on the side of the street;a school bus parked on the side of a street,a public transit bus on a city street ; a couple of buses driving down a road ; a parking lot with trees and a bus ; a school bus parked in front of a building,4
10,,GENERAL,30.603154862499999,114.186853550999999,2.000000000000000,210.000000000000000,10141019140101133828096.000000000000000,10141019140101134754200_right_103.jpg,a white building with a window and a door;a building with a window and a door;a white building with gray walls and a window;a grey and white building with a window and a door;a grey and white building with a window and a window,a couple of cars parked on a city street ; a car parked on the side of the road ; a palm tree in front of a white building ; a white building with a window and a door,6
