OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,Ｇ１０７,GENERAL,30.612083016500002,114.164545959999998,2.000000000000000,107.000000000000000,10141003150629162450944.000000000000000,10141003150629162530900_right_28.jpg,a couple of cars driving under a bridge;a couple of cars are parked under a bridge;a couple of cars that are sitting in the street;a couple of cars that are parked in front of a building;a couple of cars are parked in front of a building,a road with cars driving on it ; a group of cars that are sitting in the street ; a street corner with a building in the background ; a couple of cars driving under a bridge,9
2,高雄路,GENERAL,30.602213141499998,114.280990806000005,2.000000000000000,345.000000000000000,10141050150701110394880.000000000000000,10141050150701110214000_right_136.jpg,a car parked on the side of the street;a car parked on the side of the road;a car parked on the side of a road;a car parked on the side of a city street;a car parked on the side of the road in the city,a white van parked in front of a building ; a blue car driving down a city street ; a view of a building from the street ; a car parked on the side of the street,8
3,,GENERAL,30.567087387600001,114.344390110999996,2.000000000000000,313.000000000000000,10141003150428163014656.000000000000000,10141003150428163309800_right_16.jpg,a palm tree in front of a white building;a palm tree next to a white building;a palm tree in front of a white house;a palm tree next to a white house;a palm tree in front of a home,a city street with a large building in the background ; a city street with tall buildings on each side ; a large building with a red white and blue fire hydrant ; a palm tree in front of a white building,6
4,青岛路,GENERAL,30.584029394600002,114.292908401000005,2.000000000000000,272.000000000000000,10141035140613102632960.000000000000000,10141035140613101805100_right_47.jpg,a car parked in front of a building;a white car parked in front of a building;a car parked in front of a store front;a car parked in front of a building next to a pole;a car parked in front of a building next to a street,a city street filled with traffic surrounded by tall buildings ; a group of cars driving down a city street ; a white car parked in front of a building ; a car parked in front of a building,8
5,江大路,GENERAL,30.620698925399999,114.284565455000006,2.000000000000000,338.000000000000000,10141058150822112657408.000000000000000,10141058150822113116600_right_153.jpg,a car parked on the side of the street;a car parked next to a tall building;a car parked on the side of the road;a car parked on the side of a street;a car parked in front of a building on a city street,a group of people riding bikes down a street ; a car parked on the side of the road ; a group of people walking down a sidewalk ; a car parked on the side of the street,2
6,Ｇ３１８,GENERAL,30.549079372800001,114.196996505000001,2.000000000000000,214.000000000000000,10141058150713134153728.000000000000000,10141058150713134343200_right_326.jpg,a couple of large buildings in a city;a couple of large buildings in the city;a couple of large buildings in the background;a couple of large buildings in the middle of a city;a couple of large buildings in the middle of the city,a city street with tall buildings in the background ; a red truck parked next to a building ; a semi truck parked in a parking lot ; a couple of large buildings in a city,6
7,,GENERAL,30.537764532000001,114.327284500000005,2.000000000000000,116.000000000000000,10141003150322093260800.000000000000000,10141003150322093113300_right_11.jpg,a large building next to a street light;a large building with a ball in front of it;a large building with a ball in the middle;a large building with a ball in the middle of it;a large building with a ball in the middle of the street,an empty street surrounded by tall buildings ; a white van driving down a street next to tall buildings ; a large building with many windows on the side ; a large building next to a street light,0
8,民主路,GENERAL,30.549873137599999,114.288773833999997,2.000000000000000,208.000000000000000,10141003150520154587136.000000000000000,10141003150520153607400_right_201.jpg,a group of cars parked on the side of the road;several cars parked on the side of the road;a couple of cars parked on the side of a road;several cars parked on the side of a road;a couple of cars parked on the side of a street,a busy city street with cars and pedestrians ; a group of cars driving down a street ; a couple of cars parked next to each other ; a group of cars parked on the side of the road,9
9,姑嫂树路,GENERAL,30.635656882100001,114.253757809999996,2.000000000000000,215.000000000000000,10141050150713152241664.000000000000000,10141050150713152856900_right_221.jpg,the front of a store that has a car parked in front of it;the front of a store with a parked car;the front of a store with a parked car outside;the front of a store with a parked car in front of it;the front of a store with a few cars parked outside,a city street filled with lots of traffic ; cars are parked on the side of the road ; a car parked in front of a building ; the front of a store that has a car parked in front of it,6
10,中兴街,GENERAL,30.554542515000001,114.219411291000000,2.000000000000000,164.000000000000000,10141058150725113085952.000000000000000,10141058150725112604000_right_30.jpg,a street with cars parked on the side of it;a street with cars parked in front of a building;a street with cars parked on the side of the street;a street with cars parked on the side of the road;a street with cars parked along the side of the street,several cars parked on the side of the road ; a car parked on the side of the street ; a blue truck parked in front of a store ; a street with cars parked on the side of it,6
