OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,青岛路,GENERAL,30.584029394600002,114.292908401000005,2.000000000000000,272.000000000000000,10141035140613102632960.000000000000000,10141035140613101805100_right_47.jpg,a car parked in front of a building;a white car parked in front of a building;a car parked in front of a store front;a car parked in front of a building next to a pole;a car parked in front of a building next to a street,a city street filled with traffic surrounded by tall buildings ; a group of cars driving down a city street ; a white car parked in front of a building ; a car parked in front of a building,8
2,,GENERAL,30.580957762099999,114.250664547000000,2.000000000000000,339.000000000000000,10141050150801119379456.000000000000000,10141050150801120017600_right_58.jpg,a view of a store front with a window;a view of a store front with a large window;a store front window with a red light in front of it;a store front window with a red light in the window;a view of a store front with a red light in the window,a bus driving down a street next to tall buildings ; a building with a sign on the outside of it ; a couple of cars parked in front of a building ; a city street with tall buildings and bicycles ; a bus driving down a street next to tall buildings ; a view of a subway train platform through a window ; a row of bicycles in front of a building ; a view of a store front with a window,4
3,解放公园路,GENERAL,30.611827388599998,114.283394588999997,2.000000000000000,165.000000000000000,10141050150701104103424.000000000000000,10141050150701105121000_right_44.jpg,a person in a park with a baseball bat;a small child is playing in the park;a person standing in the middle of a park;a person standing in a park with a baseball bat;a person in a park with trees and a fence,two red cars parked on the side of the road ; a person riding a motorcycle on a city street ; a view of a city street during the day ; a person in a park with a baseball bat,2
4,江达路,GENERAL,30.621410098700000,114.226714967999996,2.000000000000000,233.000000000000000,10141017151004129361920.000000000000000,10141017151004130139500_right_327.jpg,a couple of cars parked on a city street;a couple of cars parked in front of a building;a couple of cars parked on the side of a street;a couple of cars parked on the side of a road;a couple of cars parked on the side of the street,a view of a street with cars and motorcycles ; a red car driving down a city street ; a young girl is walking down the sidewalk ; a couple of cars parked on a city street,1
5,,GENERAL,30.609406386700002,114.250431231999997,2.000000000000000,338.000000000000000,10141050150524110766080.000000000000000,10141050150524111442400_right_152.jpg,a street with a large building in the background;a city street with a large building in the background;a city street with a large building in the distance;a street with buildings in the background and a sign;a street with buildings in the background and a street sign,a car that is sitting in the street ; a couple of people that are walking down the street ; an empty parking lot in front of a city skyline ; a street with a large building in the background,0
6,,GENERAL,30.597740386600002,114.175410107999994,2.000000000000000,285.000000000000000,10141050150606105214976.000000000000000,10141050150606104222700_right_248.jpg,a car parked on the side of the road;a car parked on the side of a road;a car driving down a street next to a forest;a car parked on the side of a road next to trees;a car parked on the side of a road near trees,an empty street with a fence next to it ; two cars parked on the side of the road ; a building that has a tree in front of it ; a car parked on the side of the road,0
7,知音大道,GENERAL,30.564600873800000,114.254467019000003,2.000000000000000,21.000000000000000,10141003150331165540352.000000000000000,10141003150331164951900_right_2.jpg,a blue and white street sign and a building;a blue and white street sign on a metal pole;a blue and white street sign in front of a building;a blue and white street sign on a pole;a blue and white street sign sitting on the side of a road,a view of an empty city street with no traffic ; a long road with a long line of traffic ; a white car driving down a street under a bridge ; a blue and white street sign and a building,0
8,,GENERAL,30.510040818000000,114.234240330000006,2.000000000000000,30.000000000000000,10141003150522142687232.000000000000000,10141003150522143724700_right_143.jpg,a view of the inside of a building;a view of the inside of a kitchen;a view of the inside of a building with a red bench;a view of the inside of a kitchen with a red bench;a view of the inside of a building with a red table,a view of the inside of a train ; an empty street with a train station in the background ; a parking lot with a train parked inside of it ; a view of the inside of a building,0
9,车站路,GENERAL,30.592909726599999,114.294590251000002,2.000000000000000,136.000000000000000,10141035140614121848832.000000000000000,10141035140614121951800_right_209.jpg,a car parked in front of a store;a silver car parked in front of a store;a car parked on the street in front of a building;a silver car parked in front of a tall building;a car parked in front of a store next to a tree,a group of cars driving down a street ; a car driving down a wet city street ; a car parked in front of a building ; a car parked in front of a store,9
10,,GENERAL,30.600400013500000,114.207281194999993,2.000000000000000,171.000000000000000,10141019140101140119552.000000000000000,10141019140101140713100_right_347.jpg,a brick wall with a brick wall behind it;a brick wall with a brick wall and a brick wall;a brick wall with a red brick wall and a brick wall;a brick wall with a brick wall and a red brick wall;a brick wall with a brick wall and a red brick building,a city street with a red brick building ; a car parked on the side of the street ; a brick building with a sign on it ; a brick wall with a brick wall behind it,6
11,,GENERAL,30.505851874699999,114.237726323999993,2.000000000000000,350.000000000000000,10141019131211103076352.000000000000000,10141019131211103730100_right_38.jpg,there is a very large building in the background;there is a very large building in the middle of the street;there is a very large building with many things on it;there is a very large building in the middle of the day;there is a very large building in the middle of the picture,a cement bench sitting in the middle of a field ; a white building sitting on the side of a road ; a view of an empty highway from a distance ; there is a very large building in the background,0
12,石桥一路,GENERAL,30.630685721999999,114.276874953000004,2.000000000000000,76.000000000000000,10141031121224141373440.000000000000000,10141031121224142024300_right_155.jpg,a white bus driving down a street past tall buildings;a white bus driving down a street next to tall buildings;a person walking down a sidewalk near a bus;a person walking down a sidewalk next to a bus;a city street with a bus parked on the side,a view of a city street from the side ; a white van driving down a street next to tall buildings ; a street scene with a building in the background ; a white bus driving down a street past tall buildings,4
13,,GENERAL,30.506907918500001,114.237524188999998,2.000000000000000,153.000000000000000,10141019131211100979200.000000000000000,10141019131211101211200_right_256.jpg,an empty street in front of a large building;an empty street in front of a building;a long road in front of a building;an empty street in front of a tall building;a long empty street in front of a large building,an empty street in front of a tall building ; a long empty highway with a train on it ; a large building with a large building next to it ; an empty street in front of a large building,0
